Date,Age,Tm,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2016-11-05,31-311,14_18CLE,PHI,W (+1),1,35:52,9,23,0.391,1,5,0.200,6,7,0.857,1,7,8,14,2,1,5,1,25,22.0,11
2016-11-08,31-314,14_18CLE,ATL,L (-4),1,36:52,8,17,0.471,2,5,0.400,5,5,1.000,2,7,9,5,3,0,1,3,23,22.1,7
2016-11-11,31-317,14_18CLE,WAS,W (+11),1,38:06,9,18,0.500,3,4,0.750,6,9,0.667,0,10,10,5,2,2,6,1,27,20.3,7
2016-11-13,31-319,14_18CLE,CHO,W (+7),1,38:42,8,21,0.381,2,5,0.400,1,2,0.500,0,8,8,8,1,1,3,0,19,13.8,12
2016-11-15,31-321,14_18CLE,TOR,W (+4),1,38:04,10,15,0.667,2,5,0.400,6,10,0.600,0,9,9,15,1,0,5,2,28,28.3,1
2016-11-18,31-324,14_18CLE,DET,W (+23),1,28:03,9,14,0.643,1,3,0.333,2,3,0.667,0,3,3,3,0,1,2,1,21,15.7,21
2016-11-23,31-329,14_18CLE,POR,W (+12),1,37:30,11,21,0.524,2,3,0.667,7,8,0.875,1,9,10,13,3,0,3,0,31,32.8,17
2016-11-25,31-331,14_18CLE,DAL,W (+38),1,29:03,6,13,0.462,2,5,0.400,5,5,1.000,0,5,5,11,1,0,4,1,19,18.1,33
2016-11-27,31-333,14_18CLE,PHI,W (+4),1,41:30,9,19,0.474,1,4,0.250,7,9,0.778,2,8,10,13,1,0,5,0,26,24.4,2
2016-11-29,31-335,14_18CLE,MIL,L (-17),1,32:53,8,16,0.500,3,8,0.375,3,7,0.429,0,4,4,4,0,0,7,3,22,8.2,-12
2016-12-01,31-337,14_18CLE,LAC,L (-19),1,33:37,5,14,0.357,0,2,0.000,6,11,0.545,1,4,5,5,2,0,5,2,16,7.8,-20
2016-12-05,31-341,14_18CLE,TOR,W (+4),1,42:01,12,26,0.462,2,7,0.286,8,9,0.889,3,5,8,7,2,0,1,2,34,28.9,9
2016-12-07,31-343,14_18CLE,NYK,W (+32),1,32:27,7,10,0.700,1,2,0.500,10,14,0.714,2,4,6,7,1,2,4,2,25,24.3,32
2016-12-09,31-345,14_18CLE,MIA,W (+30),1,37:19,12,22,0.545,1,3,0.333,2,4,0.500,2,6,8,8,3,0,3,2,27,23.6,22
2016-12-10,31-346,14_18CLE,CHO,W (+11),1,42:27,17,24,0.708,5,10,0.500,5,9,0.556,1,8,9,10,3,1,5,3,44,40.0,-1
2016-12-13,31-349,14_18CLE,MEM,W (+17),1,36:29,9,17,0.529,0,4,0.000,5,8,0.625,1,5,6,8,3,0,6,1,23,17.9,9
2016-12-14,31-350,14_18CLE,MEM,L (-8),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
2016-12-17,31-353,14_18CLE,LAL,W (+11),1,38:55,9,18,0.500,2,5,0.400,6,11,0.545,1,6,7,9,2,2,2,1,26,24.8,17
2016-12-20,31-356,14_18CLE,MIL,W (+6),1,47:29,12,25,0.480,5,9,0.556,5,6,0.833,3,9,12,7,1,1,2,2,34,29.5,8
2016-12-21,31-357,14_18CLE,MIL,W (+11),1,34:25,12,24,0.500,4,7,0.571,1,1,1.000,1,8,9,6,0,0,2,0,29,22.3,26
2016-12-23,31-359,14_18CLE,BRK,W (+20),1,27:16,7,16,0.438,0,3,0.000,5,6,0.833,1,3,4,6,3,0,1,0,19,18.0,32
2016-12-25,31-361,14_18CLE,GSW,W (+1),1,40:11,12,22,0.545,4,8,0.500,3,7,0.429,5,8,13,4,2,1,5,2,31,24.4,4
2016-12-29,31-365,14_18CLE,BOS,W (+6),1,43:44,9,18,0.500,2,6,0.333,3,7,0.429,2,6,8,11,1,3,8,2,23,17.6,1
2016-12-31,32-001,14_18CLE,CHO,W (+12),1,35:47,12,25,0.480,4,8,0.500,4,6,0.667,2,4,6,9,1,0,1,1,32,27.0,17
2017-01-02,32-003,14_18CLE,NOP,W (+8),1,38:55,9,21,0.429,0,4,0.000,8,10,0.800,2,5,7,6,2,1,4,1,26,19.5,-4
2017-01-04,32-005,14_18CLE,CHI,L (-12),1,36:53,12,21,0.571,1,2,0.500,6,9,0.667,2,6,8,7,1,0,5,2,31,23.2,-13
2017-01-06,32-007,14_18CLE,BRK,W (+8),1,35:17,14,20,0.700,0,1,0.000,8,10,0.800,0,9,9,6,3,0,5,2,36,30.9,20
2017-01-08,32-009,14_18CLE,PHO,W (+4),1,39:31,11,17,0.647,2,4,0.500,4,6,0.667,3,5,8,4,1,0,7,3,28,18.9,-2
2017-01-10,32-011,14_18CLE,UTA,L (-8),1,36:55,10,20,0.500,3,6,0.500,6,7,0.857,1,5,6,5,4,0,4,0,29,24.3,-8
2017-01-11,32-012,14_18CLE,POR,L (-16),1,30:31,5,12,0.417,2,5,0.400,8,9,0.889,1,10,11,4,1,1,5,1,20,16.0,-7
2017-01-13,32-014,14_18CLE,SAC,W (+12),1,41:41,6,12,0.500,1,4,0.250,3,3,1.000,0,2,2,15,1,1,5,2,16,17.0,16
2017-01-16,32-017,14_18CLE,GSW,L (-35),1,35:00,6,18,0.333,1,4,0.250,7,10,0.700,2,6,8,2,1,0,6,1,20,7.8,-32
2017-01-19,32-020,14_18CLE,PHO,W (+15),1,39:08,8,12,0.667,0,2,0.000,5,8,0.625,0,9,9,15,1,2,4,2,21,25.4,14
2017-01-21,32-022,14_18CLE,SAS,L (-3),1,45:20,11,16,0.688,2,5,0.400,5,7,0.714,0,6,6,7,2,0,7,5,29,21.1,-16
2017-01-23,32-024,14_18CLE,NOP,L (-2),1,43:43,11,21,0.524,1,4,0.250,3,4,0.750,2,8,10,12,2,0,6,2,26,22.7,-11
2017-01-25,32-026,14_18CLE,SAC,L (-4),1,44:49,8,15,0.533,0,3,0.000,8,11,0.727,4,9,13,11,2,1,5,3,24,25.2,-1
2017-01-27,32-028,14_18CLE,BRK,W (+8),1,34:14,13,18,0.722,1,3,0.333,4,7,0.571,0,5,5,11,0,0,5,1,31,26.2,22
2017-01-29,32-030,14_18CLE,OKC,W (+16),1,36:50,9,18,0.500,0,2,0.000,7,10,0.700,1,13,14,8,1,0,2,1,25,23.6,10
2017-01-30,32-031,14_18CLE,DAL,L (-7),1,37:17,9,19,0.474,1,6,0.167,4,8,0.500,0,9,9,9,2,0,5,0,23,17.7,-8
2017-02-01,32-033,14_18CLE,MIN,W (+28),1,34:28,11,14,0.786,1,2,0.500,4,7,0.571,0,8,8,12,2,1,2,1,27,31.5,16
2017-02-04,32-036,14_18CLE,NYK,W (+7),1,39:35,12,20,0.600,4,8,0.500,4,5,0.800,0,5,5,10,0,0,5,1,32,25.5,11
2017-02-06,32-038,14_18CLE,WAS,W (+5),1,42:04,12,18,0.667,6,8,0.750,2,5,0.400,0,7,7,17,2,2,6,6,32,32.0,0
2017-02-08,32-040,14_18CLE,IND,W (+15),1,38:16,9,16,0.563,1,2,0.500,6,8,0.750,1,5,6,9,1,1,4,2,25,22.0,8
2017-02-09,32-041,14_18CLE,OKC,L (-9),1,40:53,8,19,0.421,1,4,0.250,1,3,0.333,1,4,5,7,2,2,3,1,18,13.9,-4
2017-02-11,32-043,14_18CLE,DEN,W (+16),1,33:09,11,16,0.688,1,1,1.000,4,4,1.000,0,5,5,12,2,0,6,1,27,25.7,26
2017-02-14,32-046,14_18CLE,MIN,W (+8),1,39:30,10,14,0.714,2,3,0.667,3,6,0.500,1,7,8,14,0,0,6,3,25,23.4,11
2017-02-15,32-047,14_18CLE,IND,W (+9),1,32:35,12,17,0.706,4,5,0.800,3,4,0.750,0,5,5,4,1,0,4,2,31,24.0,9
2017-02-23,32-055,14_18CLE,NYK,W (+15),1,37:06,7,11,0.636,0,2,0.000,4,6,0.667,0,13,13,15,0,3,6,1,18,22.4,10
2017-02-25,32-057,14_18CLE,CHI,L (-18),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
2017-02-27,32-059,14_18CLE,MIL,W (+7),1,37:11,8,12,0.667,1,2,0.500,7,9,0.778,0,10,10,6,0,0,3,1,24,21.8,8
2017-03-01,32-061,14_18CLE,BOS,L (-4),1,40:02,10,21,0.476,3,6,0.500,5,8,0.625,5,8,13,10,1,1,4,3,28,25.5,-3
2017-03-03,32-063,14_18CLE,ATL,W (+5),1,39:10,14,27,0.519,6,10,0.600,4,8,0.500,1,12,13,8,0,0,2,4,38,29.4,5
2017-03-06,32-066,14_18CLE,MIA,L (-8),1,38:41,11,22,0.500,2,5,0.400,6,10,0.600,3,14,17,6,1,1,3,2,30,25.8,14
2017-03-09,32-069,14_18CLE,DET,L (-5),1,39:05,12,22,0.545,0,6,0.000,5,8,0.625,4,10,14,10,1,0,3,1,29,27.6,18
2017-03-11,32-071,14_18CLE,ORL,W (+12),1,37:34,8,14,0.571,2,5,0.400,6,10,0.600,0,12,12,12,0,1,4,3,24,23.3,12
2017-03-12,32-072,14_18CLE,HOU,L (-5),1,40:10,12,20,0.600,4,11,0.364,2,3,0.667,0,7,7,5,2,0,8,2,30,19.2,-9
2017-03-14,32-074,14_18CLE,DET,W (+32),1,28:24,6,12,0.500,0,2,0.000,4,5,0.800,0,11,11,12,0,0,2,0,16,19.3,22
2017-03-16,32-076,14_18CLE,UTA,W (+8),1,38:15,13,20,0.650,2,5,0.400,5,10,0.500,0,10,10,6,2,1,6,0,33,26.1,14
2017-03-19,32-079,14_18CLE,LAL,W (+5),1,37:51,13,22,0.591,3,8,0.375,5,8,0.625,0,6,6,7,1,0,3,2,34,26.5,12
2017-03-22,32-082,14_18CLE,DEN,L (-13),1,34:10,8,12,0.667,0,2,0.000,2,4,0.500,2,4,6,5,0,0,4,1,18,13.7,-30
2017-03-24,32-084,14_18CLE,CHO,W (+7),1,39:54,9,14,0.643,0,1,0.000,14,16,0.875,0,9,9,11,1,2,4,2,32,33.0,1
2017-03-25,32-085,14_18CLE,WAS,L (-12),1,40:35,10,21,0.476,0,4,0.000,4,6,0.667,3,8,11,8,0,1,3,2,24,19.5,-11
2017-03-27,32-087,14_18CLE,SAS,L (-29),1,29:32,7,17,0.412,0,3,0.000,3,6,0.500,3,5,8,8,0,0,2,3,17,12.7,-13
2017-03-30,32-090,14_18CLE,CHI,L (-6),1,39:07,11,20,0.550,1,7,0.143,3,7,0.429,1,9,10,8,1,1,4,0,26,21.5,-3
2017-03-31,32-091,14_18CLE,PHI,W (+17),1,29:56,14,22,0.636,3,7,0.429,3,6,0.500,2,7,9,6,0,0,2,2,34,27.9,31
2017-04-02,32-093,14_18CLE,IND,W (+5),1,51:39,16,29,0.552,3,10,0.300,6,12,0.500,4,10,14,11,2,1,1,4,41,38.3,-1
2017-04-04,32-095,14_18CLE,ORL,W (+20),1,37:06,7,14,0.500,0,3,0.000,4,6,0.667,1,10,11,11,2,1,6,2,18,17.5,17
2017-04-05,32-096,14_18CLE,BOS,W (+23),1,38:33,14,22,0.636,1,4,0.250,7,7,1.000,2,8,10,6,1,2,3,3,36,32.4,32
2017-04-07,32-098,14_18CLE,ATL,L (-14),1,41:25,12,15,0.800,1,2,0.500,2,6,0.333,1,7,8,7,2,0,5,0,27,24.4,-15
2017-04-09,32-100,14_18CLE,ATL,L (-1),1,46:50,11,21,0.524,1,3,0.333,9,10,0.900,3,13,16,10,1,0,3,6,32,29.9,2
2018-04-15,33-106,14_18CLE,IND,L (-18),1,43:56,7,17,0.412,0,4,0,10,14,0.714,3,7,10,12,1,1,3,2,24,23.8,-13
2018-04-18,33-109,14_18CLE,IND,W (+3),1,39:53,17,24,0.708,2,5,0.4,10,13,0.769,1,11,12,5,2,0,3,1,46,40.9,7
2018-04-20,33-111,14_18CLE,IND,L (-2),1,41:41,10,22,0.455,4,7,0.571,4,6,0.667,3,9,12,8,1,1,6,1,28,21.5,-1
2018-04-22,33-113,14_18CLE,IND,W (+4),1,46:09,12,22,0.545,0,5,0,8,9,0.889,2,11,13,7,0,2,1,3,32,29.8,3
2018-04-25,33-116,14_18CLE,IND,W (+3),1,41:49,14,24,0.583,1,4,0.25,15,15,1,3,7,10,8,1,1,5,3,44,38.1,2
2018-04-27,33-118,14_18CLE,IND,L (-34),1,31:11,7,16,0.438,3,6,0.5,5,5,1,0,5,5,7,1,2,4,3,22,17.2,-24
2018-04-29,33-120,14_18CLE,IND,W (+4),1,43:25,16,25,0.64,2,3,0.667,11,15,0.733,2,6,8,7,4,0,4,4,45,38.8,-2
2018-05-01,33-122,14_18CLE,TOR,W (+1),1,46:56,12,30,0.4,1,8,0.125,1,6,0.167,0,11,11,13,1,2,1,2,26,20.8,5
2018-05-03,33-124,14_18CLE,TOR,W (+18),1,40:30,19,28,0.679,1,3,0.333,4,8,0.5,1,7,8,14,1,0,1,1,43,41.6,20
2018-05-05,33-126,14_18CLE,TOR,W (+2),1,41:16,14,26,0.538,1,4,0.25,9,11,0.818,1,5,6,7,3,1,4,1,38,31,2
2018-05-07,33-128,14_18CLE,TOR,W (+35),1,38:24,12,19,0.632,0,3,0,5,8,0.625,0,8,8,11,2,1,2,2,29,29.3,28
2018-05-13,33-134,14_18CLE,BOS,L (-25),1,36:07,5,16,0.313,0,5,0,5,6,0.833,0,7,7,9,0,2,7,1,15,7.8,-32
2018-05-15,33-136,14_18CLE,BOS,L (-13),1,38:46,16,29,0.552,5,11,0.455,5,10,0.5,1,9,10,12,0,1,6,3,42,31.4,-9
2018-05-19,33-140,14_18CLE,BOS,W (+30),1,37:30,8,12,0.667,3,3,1,8,10,0.8,1,4,5,12,2,2,3,3,27,30.5,31
2018-05-21,33-142,14_18CLE,BOS,W (+9),1,41:53,17,28,0.607,1,4,0.25,9,13,0.692,1,4,5,3,2,0,7,3,44,27.4,9
2018-05-23,33-144,14_18CLE,BOS,L (-13),1,39:16,11,22,0.5,1,6,0.167,3,4,0.75,0,10,10,5,1,0,6,2,26,15.3,-11
2018-05-25,33-146,14_18CLE,BOS,W (+10),1,46:06,17,33,0.515,5,7,0.714,7,11,0.636,3,8,11,9,3,1,3,2,46,38.8,15
2018-05-27,33-148,14_18CLE,BOS,W (+8),1,48:00,12,24,0.5,3,8,0.375,8,11,0.727,0,15,15,9,0,2,8,4,35,24.4,8
2018-05-31,33-152,14_18CLE,GSW,L (-10),1,47:32,19,32,0.594,3,7,0.429,10,11,0.909,4,4,8,8,1,1,5,2,51,41.3,-13
2018-06-03,33-155,14_18CLE,GSW,L (-19),1,43:51,10,20,0.5,2,4,0.5,7,9,0.778,1,8,9,13,2,0,5,2,29,26.6,-18
2018-06-06,33-158,14_18CLE,GSW,L (-8),1,46:52,13,28,0.464,1,6,0.167,6,7,0.857,3,7,10,11,2,2,4,2,33,28.7,-8
2018-06-08,33-160,14_18CLE,GSW,L (-23),1,40:34,7,13,0.538,0,1,0,9,11,0.818,1,6,7,8,0,1,6,5,23,16.7,-21
2017-10-17,32-291,14_18CLE,BOS,W (+3),1,41:12,12,19,0.632,1,5,0.2,4,4,1,1,15,16,9,0,2,4,3,29,28.2,0
2017-10-20,32-294,14_18CLE,MIL,W (+19),1,37:25,10,16,0.625,2,4,0.5,2,2,1,1,4,5,8,1,1,5,2,24,20.2,13
2017-10-21,32-295,14_18CLE,ORL,L (-21),1,31:12,8,15,0.533,1,3,0.333,5,6,0.833,0,4,4,2,1,1,1,0,22,17.6,-31
2017-10-24,32-298,14_18CLE,CHI,W (+7),1,37:15,13,20,0.65,4,6,0.667,4,5,0.8,0,2,2,13,3,0,2,1,34,35.1,7
2017-10-25,32-299,14_18CLE,BRK,L (-5),1,41:22,12,20,0.6,1,2,0.5,4,8,0.5,1,9,10,13,0,4,8,1,29,25.1,-2
2017-10-28,32-302,14_18CLE,NOP,L (-22),1,30:46,6,11,0.545,1,3,0.333,5,6,0.833,0,3,3,8,0,0,4,3,18,13.6,-10
2017-10-29,32-303,14_18CLE,NYK,L (-19),1,39:28,7,15,0.467,1,4,0.25,1,1,1,1,9,10,7,2,0,4,2,16,13.8,-17
2017-11-01,32-306,14_18CLE,IND,L (-17),1,37:28,14,22,0.636,1,5,0.2,4,5,0.8,1,5,6,11,2,1,8,1,33,27,-12
2017-11-03,32-308,14_18CLE,WAS,W (+8),1,42:41,23,34,0.676,2,4,0.5,9,9,1,5,6,11,7,3,2,3,2,57,53.2,6
2017-11-05,32-310,14_18CLE,ATL,L (-2),1,40:35,10,17,0.588,0,3,0,6,6,1,2,3,5,13,1,2,6,4,26,24.3,-4
2017-11-07,32-312,14_18CLE,MIL,W (+5),1,36:42,10,20,0.5,2,4,0.5,8,10,0.8,1,7,8,9,3,0,1,1,30,29.9,6
2017-11-09,32-314,14_18CLE,HOU,L (-4),1,40:01,15,24,0.625,1,4,0.25,2,3,0.667,0,4,4,7,1,1,8,4,33,20,5
2017-11-11,32-316,14_18CLE,DAL,W (+7),1,41:47,6,14,0.429,1,3,0.333,6,8,0.75,1,10,11,4,0,1,6,3,19,10.8,5
2017-11-13,32-318,14_18CLE,NYK,W (+3),1,36:16,7,14,0.5,2,4,0.5,7,10,0.7,3,6,9,12,0,3,5,1,23,23.8,2
2017-11-15,32-320,14_18CLE,CHO,W (+8),1,36:38,12,24,0.5,4,7,0.571,3,3,1,2,4,6,8,2,1,3,4,31,25.3,1
2017-11-17,32-322,14_18CLE,LAC,W (+5),1,46:08,17,26,0.654,4,9,0.444,1,5,0.2,1,13,14,6,0,0,6,0,39,28.8,1
2017-11-20,32-325,14_18CLE,DET,W (+28),1,27:16,7,14,0.5,3,5,0.6,1,1,1,0,2,2,8,1,1,0,2,18,18.1,21
2017-11-22,32-327,14_18CLE,BRK,W (+10),1,33:26,11,17,0.647,4,7,0.571,7,9,0.778,1,5,6,5,2,0,3,2,33,28.6,20
2017-11-24,32-329,14_18CLE,CHO,W (+1),1,39:34,10,20,0.5,3,8,0.375,4,7,0.571,1,15,16,13,0,3,3,2,27,28.4,-2
2017-11-27,32-332,14_18CLE,PHI,W (+22),1,31:03,12,23,0.522,3,7,0.429,3,4,0.75,3,11,14,6,0,0,3,0,30,24.9,1
2017-11-28,32-333,14_18CLE,MIA,W (+11),1,28:26,10,16,0.625,1,3,0.333,0,1,0,2,10,12,6,5,1,2,1,21,25.3,26
2017-11-30,32-335,14_18CLE,ATL,W (+7),1,37:34,8,11,0.727,3,6,0.5,5,7,0.714,1,5,6,12,2,2,3,3,24,28.5,10
2017-12-02,32-337,14_18CLE,MEM,W (+5),1,39:09,13,22,0.591,0,3,0,8,8,1,0,2,2,12,0,1,5,1,34,28.1,-5
2017-12-04,32-339,14_18CLE,CHI,W (+22),1,34:16,9,15,0.6,2,4,0.5,3,4,0.75,0,7,7,6,2,0,2,1,23,21.6,27
2017-12-06,32-341,14_18CLE,SAC,W (+6),1,41:03,12,18,0.667,5,8,0.625,3,6,0.5,2,9,11,9,3,2,7,0,32,30.8,2
2017-12-08,32-343,14_18CLE,IND,L (-4),1,39:25,12,22,0.545,1,5,0.2,4,5,0.8,2,8,10,8,1,2,3,1,29,26.4,3
2017-12-09,32-344,14_18CLE,PHI,W (+7),1,38:44,9,23,0.391,2,6,0.333,10,12,0.833,3,10,13,13,3,0,6,1,30,27.5,-3
2017-12-12,32-347,14_18CLE,ATL,W (+9),1,35:01,11,13,0.846,2,3,0.667,1,2,0.5,0,7,7,17,2,0,2,4,25,32.3,19
2017-12-14,32-349,14_18CLE,LAL,W (+9),1,38:43,8,18,0.444,1,6,0.167,8,12,0.667,1,11,12,12,2,2,5,0,25,24.8,14
2017-12-16,32-351,14_18CLE,UTA,W (+9),1,36:48,9,15,0.6,1,4,0.25,10,10,1,0,11,11,10,1,0,5,2,29,27.6,0
2017-12-17,32-352,14_18CLE,WAS,W (+7),1,41:21,8,23,0.348,2,7,0.286,2,3,0.667,2,9,11,15,0,1,6,4,20,14.4,4
2017-12-19,32-354,14_18CLE,MIL,L (-3),1,34:14,14,22,0.636,6,11,0.545,5,5,1,0,1,1,7,3,2,7,1,39,31.4,-7
2017-12-21,32-356,14_18CLE,CHI,W (+3),1,39:06,12,23,0.522,2,5,0.4,8,8,1,1,5,6,9,3,0,4,1,34,29.8,5
2017-12-25,32-360,14_18CLE,GSW,L (-7),1,40:03,7,18,0.389,2,7,0.286,4,7,0.571,1,5,6,6,0,0,7,2,20,7.6,-1
2017-12-27,32-362,14_18CLE,SAC,L (-14),1,37:42,6,17,0.353,0,2,0,4,5,0.8,2,8,10,14,5,0,4,2,16,19.9,-11
2017-12-30,33-000,14_18CLE,UTA,L (-3),1,37:27,12,22,0.545,1,7,0.143,4,5,0.8,1,7,8,6,2,1,6,1,29,21.3,-5
2018-01-02,33-003,14_18CLE,POR,W (+17),1,33:49,10,17,0.588,0,2,0,4,4,1,1,5,6,8,4,1,3,2,24,24.8,0
2018-01-03,33-004,14_18CLE,BOS,L (-14),1,32:42,8,15,0.533,0,2,0,3,3,1,0,7,7,6,1,1,4,1,19,15.3,-6
2018-01-06,33-007,14_18CLE,ORL,W (+4),1,37:17,12,23,0.522,4,7,0.571,5,7,0.714,3,7,10,9,6,1,3,1,33,34.7,15
2018-01-08,33-009,14_18CLE,MIN,L (-28),1,26:35,4,8,0.5,1,3,0.333,1,3,0.333,1,7,8,5,0,2,3,2,10,9.1,-39
2018-01-11,33-012,14_18CLE,TOR,L (-34),1,32:14,9,16,0.563,0,1,0,8,10,0.8,0,3,3,1,1,2,2,1,26,19.2,-22
2018-01-12,33-013,14_18CLE,IND,L (-2),1,40:27,11,25,0.44,2,9,0.222,3,4,0.75,2,6,8,11,3,1,5,2,27,22.3,-6
2018-01-15,33-016,14_18CLE,GSW,L (-10),1,36:15,12,18,0.667,0,2,0,8,13,0.615,2,6,8,6,3,4,8,3,32,26.2,-14
2018-01-18,33-019,14_18CLE,ORL,W (+1),1,34:47,7,16,0.438,0,4,0,2,8,0.25,1,4,5,6,1,0,6,1,16,5.9,-4
2018-01-20,33-021,14_18CLE,OKC,L (-24),1,38:22,8,17,0.471,0,4,0,2,4,0.5,0,3,3,7,0,1,2,2,18,12.2,-33
2018-01-23,33-024,14_18CLE,SAS,L (-12),1,37:57,10,23,0.435,2,6,0.333,6,10,0.6,2,7,9,7,0,1,5,0,28,18.4,-10
2018-01-26,33-027,14_18CLE,IND,W (+7),1,39:55,11,17,0.647,0,2,0,4,5,0.8,0,10,10,11,4,1,11,0,26,22.5,12
2018-01-28,33-029,14_18CLE,DET,W (+17),1,37:48,8,15,0.533,1,4,0.25,8,9,0.889,1,7,8,14,1,0,3,0,25,27.9,18
2018-01-30,33-031,14_18CLE,DET,L (-11),1,37:45,9,20,0.45,2,7,0.286,1,2,0.5,0,6,6,7,0,1,4,2,21,12.8,-13
2018-01-31,33-032,14_18CLE,MIA,W (+2),1,38:17,8,21,0.381,1,6,0.167,7,11,0.636,2,9,11,5,1,0,7,1,24,12.1,3
2018-02-03,33-035,14_18CLE,HOU,L (-32),1,31:22,3,10,0.3,1,2,0.5,4,4,1,1,8,9,9,2,1,2,0,11,15.3,-17
2018-02-06,33-038,14_18CLE,ORL,L (-18),1,33:05,10,17,0.588,2,4,0.5,3,4,0.75,1,9,10,5,1,0,6,4,25,17,-14
2018-02-07,33-039,14_18CLE,MIN,W (+2),1,48:19,16,22,0.727,5,7,0.714,0,2,0,1,9,10,15,1,1,5,3,37,36.6,-1
2018-02-09,33-041,14_18CLE,ATL,W (+16),1,40:43,8,20,0.4,0,3,0,6,7,0.857,2,10,12,19,0,0,3,2,22,24.7,12
2018-02-11,33-043,14_18CLE,BOS,W (+22),1,27:54,9,20,0.45,2,5,0.4,4,7,0.571,0,8,8,10,1,1,2,1,24,21.1,23
2018-02-13,33-045,14_18CLE,OKC,W (+8),1,39:44,14,23,0.609,3,7,0.429,6,10,0.6,0,8,8,8,0,1,5,1,37,28.2,-1
2018-02-22,33-054,14_18CLE,WAS,L (-7),1,36:36,13,18,0.722,1,4,0.25,5,9,0.556,1,8,9,8,2,0,4,2,32,28.9,-10
2018-02-23,33-055,14_18CLE,MEM,W (+23),1,36:40,7,16,0.438,0,2,0,4,4,1,0,14,14,11,1,0,3,0,18,19.5,18
2018-02-25,33-057,14_18CLE,SAS,L (-16),1,39:58,14,25,0.56,2,5,0.4,3,4,0.75,2,11,13,9,1,0,6,3,33,25.5,-8
2018-02-27,33-059,14_18CLE,BRK,W (+6),1,38:46,13,25,0.52,2,4,0.5,3,3,1,4,8,12,11,1,0,1,1,31,31.2,2
2018-03-01,33-061,14_18CLE,PHI,L (-11),1,39:02,12,24,0.5,2,6,0.333,4,6,0.667,1,8,9,8,1,0,3,2,30,23.1,-8
2018-03-03,33-063,14_18CLE,DEN,L (-9),1,42:23,8,19,0.421,1,4,0.25,8,11,0.727,1,9,10,15,2,0,3,2,25,25.8,-6
2018-03-05,33-065,14_18CLE,DET,W (+22),1,28:44,11,17,0.647,5,7,0.714,4,6,0.667,2,5,7,7,1,0,3,2,31,27.7,14
2018-03-07,33-067,14_18CLE,DEN,W (+5),1,39:08,15,25,0.6,5,8,0.625,4,8,0.5,1,7,8,10,1,0,3,2,39,32.9,8
2018-03-09,33-069,14_18CLE,LAC,L (-14),1,38:53,11,20,0.55,3,7,0.429,0,2,0,0,10,10,6,2,3,5,2,25,20.1,-16
2018-03-11,33-071,14_18CLE,LAL,L (-14),1,31:27,9,20,0.45,2,8,0.25,4,5,0.8,2,8,10,7,1,1,2,0,24,21.6,-13
2018-03-13,33-073,14_18CLE,PHO,W (+22),1,33:13,7,14,0.5,1,2,0.5,13,15,0.867,0,12,12,11,3,2,5,2,28,30.1,23
2018-03-15,33-075,14_18CLE,POR,L (-8),1,41:05,15,25,0.6,1,4,0.25,4,9,0.444,0,14,14,6,2,3,6,4,35,26.4,-3
2018-03-17,33-077,14_18CLE,CHI,W (+5),1,39:53,15,26,0.577,2,8,0.25,1,4,0.25,1,12,13,12,1,2,6,3,33,27.5,-4
2018-03-19,33-079,14_18CLE,MIL,W (+7),1,40:01,16,29,0.552,3,7,0.429,5,8,0.625,5,7,12,10,2,1,6,2,40,33.4,4
2018-03-21,33-081,14_18CLE,TOR,W (+3),1,39:24,11,19,0.579,1,3,0.333,12,14,0.857,1,6,7,17,1,0,0,2,35,39.9,12
2018-03-23,33-083,14_18CLE,PHO,W (+25),1,29:16,11,16,0.688,1,4,0.25,4,6,0.667,0,6,6,9,1,1,4,3,27,24,11
2018-03-25,33-085,14_18CLE,BRK,W (+7),1,38:03,14,19,0.737,1,4,0.25,8,10,0.8,2,8,10,8,1,0,2,3,37,35.7,11
2018-03-27,33-087,14_18CLE,MIA,L (-19),1,37:59,7,18,0.389,0,4,0,4,5,0.8,1,5,6,7,0,0,6,1,18,8.5,-19
2018-03-28,33-088,14_18CLE,CHO,W (+13),1,36:53,14,26,0.538,4,8,0.5,9,11,0.818,2,8,10,8,1,0,4,1,41,33.6,21
2018-03-30,33-090,14_18CLE,NOP,W (+5),1,41:45,12,24,0.5,0,4,0,3,3,1,1,8,9,11,1,0,1,0,27,25.8,16
2018-04-01,33-092,14_18CLE,DAL,W (+11),1,38:32,5,21,0.238,2,3,0.667,4,4,1,3,10,13,12,0,0,2,1,16,14.4,7
2018-04-03,33-094,14_18CLE,TOR,W (+6),1,37:16,8,14,0.571,3,6,0.5,8,11,0.727,0,10,10,6,0,0,5,2,27,20.6,12
